Date,County,State,FIPS,Case,Deaths
1/24/2020,Cook,Illinois,17031,1,0
1/25/2020,Cook,Illinois,17031,1,0
1/26/2020,Cook,Illinois,17031,1,0
1/27/2020,Cook,Illinois,17031,1,0
1/28/2020,Cook,Illinois,17031,1,0
1/29/2020,Cook,Illinois,17031,1,0
1/30/2020,Cook,Illinois,17031,2,0
1/31/2020,Cook,Illinois,17031,2,0
2/1/2020,Cook,Illinois,17031,2,0
2/2/2020,Cook,Illinois,17031,2,0
2/3/2020,Cook,Illinois,17031,2,0
2/4/2020,Cook,Illinois,17031,2,0
2/5/2020,Cook,Illinois,17031,2,0
2/6/2020,Cook,Illinois,17031,2,0
2/7/2020,Cook,Illinois,17031,2,0
2/8/2020,Cook,Illinois,17031,2,0
2/9/2020,Cook,Illinois,17031,2,0
2/10/2020,Cook,Illinois,17031,2,0
2/11/2020,Cook,Illinois,17031,2,0
2/12/2020,Cook,Illinois,17031,2,0
2/13/2020,Cook,Illinois,17031,2,0
2/14/2020,Cook,Illinois,17031,2,0
2/15/2020,Cook,Illinois,17031,2,0
2/16/2020,Cook,Illinois,17031,2,0
2/17/2020,Cook,Illinois,17031,2,0
2/18/2020,Cook,Illinois,17031,2,0
2/19/2020,Cook,Illinois,17031,2,0
2/20/2020,Cook,Illinois,17031,2,0
2/21/2020,Cook,Illinois,17031,2,0
2/22/2020,Cook,Illinois,17031,2,0
2/23/2020,Cook,Illinois,17031,2,0
2/24/2020,Cook,Illinois,17031,2,0
2/25/2020,Cook,Illinois,17031,2,0
2/26/2020,Cook,Illinois,17031,2,0
2/27/2020,Cook,Illinois,17031,2,0
2/28/2020,Cook,Illinois,17031,2,0
2/29/2020,Cook,Illinois,17031,3,0
3/1/2020,Cook,Illinois,17031,3,0
3/2/2020,Cook,Illinois,17031,4,0
3/3/2020,Cook,Illinois,17031,4,0
3/4/2020,Cook,Illinois,17031,4,0
3/5/2020,Cook,Illinois,17031,5,0
3/6/2020,Cook,Illinois,17031,6,0
3/7/2020,Cook,Illinois,17031,6,0
3/8/2020,Cook,Illinois,17031,7,0
3/9/2020,Cook,Illinois,17031,11,0
3/10/2020,Cook,Illinois,17031,17,0
3/10/2020,Kane,Illinois,17089,1,0
3/10/2020,McHenry,Illinois,17111,1,0
3/11/2020,Cook,Illinois,17031,22,0
3/11/2020,Kane,Illinois,17089,1,0
3/11/2020,Lake,Illinois,17097,1,0
3/11/2020,McHenry,Illinois,17111,1,0
3/12/2020,Cook,Illinois,17031,27,0
3/12/2020,Kane,Illinois,17089,2,0
3/12/2020,Lake,Illinois,17097,1,0
3/12/2020,McHenry,Illinois,17111,2,0
3/13/2020,Cook,Illinois,17031,40,0
3/13/2020,Kane,Illinois,17089,2,0
3/13/2020,Lake,Illinois,17097,2,0
3/13/2020,McHenry,Illinois,17111,2,0
3/14/2020,Cook,Illinois,17031,51,0
3/14/2020,Cumberland,Illinois,17035,1,0
3/14/2020,DuPage,Illinois,17043,1,0
3/14/2020,Kane,Illinois,17089,3,0
3/14/2020,Lake,Illinois,17097,3,0
3/14/2020,McHenry,Illinois,17111,2,0
3/14/2020,Sangamon,Illinois,17167,2,0
3/14/2020,St. Clair,Illinois,17163,2,0
3/14/2020,Woodford,Illinois,17203,1,0
3/15/2020,Clinton,Illinois,17027,1,0
3/15/2020,Cook,Illinois,17031,76,0
3/15/2020,Cumberland,Illinois,17035,1,0
3/15/2020,DuPage,Illinois,17043,1,0
3/15/2020,Kane,Illinois,17089,3,0
3/15/2020,Lake,Illinois,17097,3,0
3/15/2020,McHenry,Illinois,17111,2,0
3/15/2020,Sangamon,Illinois,17167,2,0
3/15/2020,St. Clair,Illinois,17163,2,0
3/15/2020,Whiteside,Illinois,17195,1,0
3/15/2020,Winnebago,Illinois,17201,1,0
3/15/2020,Woodford,Illinois,17203,1,0
3/16/2020,Clinton,Illinois,17027,1,0
3/16/2020,Cook,Illinois,17031,76,0
3/16/2020,Cumberland,Illinois,17035,1,0
3/16/2020,DuPage,Illinois,17043,5,0
3/16/2020,Kane,Illinois,17089,3,0
3/16/2020,Lake,Illinois,17097,6,0
3/16/2020,McHenry,Illinois,17111,2,0
3/16/2020,Peoria,Illinois,17143,1,0
3/16/2020,Sangamon,Illinois,17167,3,0
3/16/2020,St. Clair,Illinois,17163,2,0
3/16/2020,Whiteside,Illinois,17195,1,0
3/16/2020,Will,Illinois,17197,1,0
3/16/2020,Winnebago,Illinois,17201,1,0
3/16/2020,Woodford,Illinois,17203,1,0
3/17/2020,Clinton,Illinois,17027,2,0
3/17/2020,Cook,Illinois,17031,107,1
3/17/2020,Cumberland,Illinois,17035,1,0
3/17/2020,DuPage,Illinois,17043,26,0
3/17/2020,Kane,Illinois,17089,3,0
3/17/2020,Lake,Illinois,17097,7,0
3/17/2020,McHenry,Illinois,17111,2,0
3/17/2020,Peoria,Illinois,17143,1,0
3/17/2020,Sangamon,Illinois,17167,3,0
3/17/2020,St. Clair,Illinois,17163,2,0
3/17/2020,Whiteside,Illinois,17195,1,0
3/17/2020,Will,Illinois,17197,2,0
3/17/2020,Winnebago,Illinois,17201,1,0
3/17/2020,Woodford,Illinois,17203,1,0
3/18/2020,Clinton,Illinois,17027,3,0
3/18/2020,Cook,Illinois,17031,179,1
3/18/2020,Cumberland,Illinois,17035,1,0
3/18/2020,DuPage,Illinois,17043,45,0
3/18/2020,Jackson,Illinois,17077,1,0
3/18/2020,Kane,Illinois,17089,4,0
3/18/2020,Kankakee,Illinois,17091,1,0
3/18/2020,Kendall,Illinois,17093,3,0
3/18/2020,LaSalle,Illinois,17099,1,0
3/18/2020,Lake,Illinois,17097,18,0
3/18/2020,Madison,Illinois,17119,1,0
3/18/2020,McHenry,Illinois,17111,4,0
3/18/2020,Peoria,Illinois,17143,3,0
3/18/2020,Sangamon,Illinois,17167,4,0
3/18/2020,St. Clair,Illinois,17163,3,0
3/18/2020,Washington,Illinois,17189,1,0
3/18/2020,Whiteside,Illinois,17195,1,0
3/18/2020,Will,Illinois,17197,9,0
3/18/2020,Williamson,Illinois,17199,1,0
3/18/2020,Winnebago,Illinois,17201,1,0
3/18/2020,Woodford,Illinois,17203,2,0
3/19/2020,Clinton,Illinois,17027,3,0
3/19/2020,Cook,Illinois,17031,279,2
3/19/2020,Cumberland,Illinois,17035,1,0
3/19/2020,DuPage,Illinois,17043,54,0
3/19/2020,Jackson,Illinois,17077,1,0
3/19/2020,Kane,Illinois,17089,6,0
3/19/2020,Kankakee,Illinois,17091,1,0
3/19/2020,Kendall,Illinois,17093,3,0
3/19/2020,LaSalle,Illinois,17099,1,0
3/19/2020,Lake,Illinois,17097,37,0
3/19/2020,Madison,Illinois,17119,1,0
3/19/2020,McHenry,Illinois,17111,6,0
3/19/2020,Peoria,Illinois,17143,3,0
3/19/2020,Sangamon,Illinois,17167,4,1
3/19/2020,St. Clair,Illinois,17163,3,0
3/19/2020,Washington,Illinois,17189,1,0
3/19/2020,Whiteside,Illinois,17195,1,0
3/19/2020,Will,Illinois,17197,11,1
3/19/2020,Williamson,Illinois,17199,1,0
3/19/2020,Winnebago,Illinois,17201,1,0
3/19/2020,Woodford,Illinois,17203,2,0
3/20/2020,Adams,Illinois,17001,1,0
3/20/2020,Christian,Illinois,17021,1,0
3/20/2020,Clinton,Illinois,17027,3,0
3/20/2020,Cook,Illinois,17031,412,3
3/20/2020,Cumberland,Illinois,17035,1,0
3/20/2020,DuPage,Illinois,17043,57,0
3/20/2020,Jackson,Illinois,17077,1,0
3/20/2020,Kane,Illinois,17089,8,0
3/20/2020,Kankakee,Illinois,17091,1,0
3/20/2020,Kendall,Illinois,17093,3,0
3/20/2020,LaSalle,Illinois,17099,1,0
3/20/2020,Lake,Illinois,17097,52,0
3/20/2020,Madison,Illinois,17119,1,0
3/20/2020,McHenry,Illinois,17111,8,0
3/20/2020,McLean,Illinois,17113,4,0
3/20/2020,Peoria,Illinois,17143,3,0
3/20/2020,Sangamon,Illinois,17167,4,1
3/20/2020,St. Clair,Illinois,17163,3,0
3/20/2020,Washington,Illinois,17189,1,0
3/20/2020,Whiteside,Illinois,17195,1,0
3/20/2020,Will,Illinois,17197,12,1
3/20/2020,Williamson,Illinois,17199,1,0
3/20/2020,Winnebago,Illinois,17201,2,0
3/20/2020,Woodford,Illinois,17203,2,0
3/21/2020,Adams,Illinois,17001,1,0
3/21/2020,Christian,Illinois,17021,1,0
3/21/2020,Clinton,Illinois,17027,3,0
3/21/2020,Cook,Illinois,17031,548,4
3/21/2020,Cumberland,Illinois,17035,1,0
3/21/2020,DeKalb,Illinois,17037,1,0
3/21/2020,DuPage,Illinois,17043,68,0
3/21/2020,Jackson,Illinois,17077,1,0
3/21/2020,Kane,Illinois,17089,8,0
3/21/2020,Kankakee,Illinois,17091,2,0
3/21/2020,Kendall,Illinois,17093,3,0
3/21/2020,LaSalle,Illinois,17099,1,0
3/21/2020,Lake,Illinois,17097,63,0
3/21/2020,Madison,Illinois,17119,2,0
3/21/2020,McHenry,Illinois,17111,11,0
3/21/2020,McLean,Illinois,17113,6,0
3/21/2020,Peoria,Illinois,17143,3,0
3/21/2020,Sangamon,Illinois,17167,4,1
3/21/2020,St. Clair,Illinois,17163,3,0
3/21/2020,Washington,Illinois,17189,1,0
3/21/2020,Whiteside,Illinois,17195,1,0
3/21/2020,Will,Illinois,17197,12,1
3/21/2020,Williamson,Illinois,17199,1,0
3/21/2020,Winnebago,Illinois,17201,4,0
3/21/2020,Woodford,Illinois,17203,2,0
3/22/2020,Adams,Illinois,17001,1,0
3/22/2020,Champaign,Illinois,17019,2,0
3/22/2020,Christian,Illinois,17021,1,0
3/22/2020,Clinton,Illinois,17027,3,0
3/22/2020,Cook,Illinois,17031,805,6
3/22/2020,Cumberland,Illinois,17035,1,0
3/22/2020,DeKalb,Illinois,17037,1,0
3/22/2020,DuPage,Illinois,17043,79,0
3/22/2020,Jackson,Illinois,17077,1,0
3/22/2020,Jo Daviess,Illinois,17085,1,0
3/22/2020,Kane,Illinois,17089,13,0
3/22/2020,Kankakee,Illinois,17091,2,0
3/22/2020,Kendall,Illinois,17093,4,0
3/22/2020,LaSalle,Illinois,17099,1,0
3/22/2020,Lake,Illinois,17097,69,0
3/22/2020,Livingston,Illinois,17105,1,0
3/22/2020,Madison,Illinois,17119,2,0
3/22/2020,McHenry,Illinois,17111,12,0
3/22/2020,McLean,Illinois,17113,6,1
3/22/2020,Peoria,Illinois,17143,3,0
3/22/2020,Rock Island,Illinois,17161,1,0
3/22/2020,Sangamon,Illinois,17167,4,1
3/22/2020,St. Clair,Illinois,17163,3,0
3/22/2020,Stephenson,Illinois,17177,1,0
3/22/2020,Washington,Illinois,17189,1,0
3/22/2020,Whiteside,Illinois,17195,1,0
3/22/2020,Will,Illinois,17197,21,1
3/22/2020,Williamson,Illinois,17199,1,0
3/22/2020,Winnebago,Illinois,17201,4,0
3/22/2020,Woodford,Illinois,17203,2,0
3/23/2020,Adams,Illinois,17001,1,0
3/23/2020,Champaign,Illinois,17019,2,0
3/23/2020,Christian,Illinois,17021,1,0
3/23/2020,Clinton,Illinois,17027,3,0
3/23/2020,Cook,Illinois,17031,922,9
3/23/2020,Cumberland,Illinois,17035,1,0
3/23/2020,DeKalb,Illinois,17037,1,0
3/23/2020,DuPage,Illinois,17043,95,0
3/23/2020,Jackson,Illinois,17077,1,0
3/23/2020,Jo Daviess,Illinois,17085,1,0
3/23/2020,Kane,Illinois,17089,23,0
3/23/2020,Kankakee,Illinois,17091,3,0
3/23/2020,Kendall,Illinois,17093,4,0
3/23/2020,LaSalle,Illinois,17099,2,0
3/23/2020,Lake,Illinois,17097,96,0
3/23/2020,Livingston,Illinois,17105,1,0
3/23/2020,Madison,Illinois,17119,3,0
3/23/2020,McHenry,Illinois,17111,12,0
3/23/2020,McLean,Illinois,17113,7,1
3/23/2020,Monroe,Illinois,17133,1,0
3/23/2020,Peoria,Illinois,17143,3,0
3/23/2020,Rock Island,Illinois,17161,1,0
3/23/2020,Sangamon,Illinois,17167,4,1
3/23/2020,St. Clair,Illinois,17163,4,0
3/23/2020,Stephenson,Illinois,17177,1,0
3/23/2020,Unknown,Illinois,17189,58,0
3/23/2020,Washington,Illinois,17195,1,0
3/23/2020,Whiteside,Illinois,17197,1,0
3/23/2020,Will,Illinois,17199,24,1
3/23/2020,Williamson,Illinois,17201,1,0
3/23/2020,Winnebago,Illinois,17203,5,0
3/23/2020,Woodford,Illinois,17001,2,0
3/24/2020,Adams,Illinois,17019,1,0
3/24/2020,Champaign,Illinois,17021,2,0
3/24/2020,Christian,Illinois,17027,1,0
3/24/2020,Clinton,Illinois,17031,3,0
3/24/2020,Cook,Illinois,17035,1194,12
3/24/2020,Cumberland,Illinois,17037,1,0
3/24/2020,DeKalb,Illinois,17043,1,0
3/24/2020,DuPage,Illinois,17063,103,1
3/24/2020,Grundy,Illinois,17077,1,0
3/24/2020,Jackson,Illinois,17085,1,0
3/24/2020,Jo Daviess,Illinois,17089,1,0
3/24/2020,Kane,Illinois,17091,24,0
3/24/2020,Kankakee,Illinois,17093,4,0
3/24/2020,Kendall,Illinois,17099,4,0
3/24/2020,LaSalle,Illinois,17097,3,0
3/24/2020,Lake,Illinois,17105,111,0
3/24/2020,Livingston,Illinois,17119,1,0
3/24/2020,Madison,Illinois,17111,3,0
3/24/2020,McHenry,Illinois,17113,14,0
3/24/2020,McLean,Illinois,17133,7,1
3/24/2020,Monroe,Illinois,17143,1,0
3/24/2020,Peoria,Illinois,17161,3,0
3/24/2020,Rock Island,Illinois,17167,1,0
3/24/2020,Sangamon,Illinois,17163,5,1
3/24/2020,St. Clair,Illinois,17177,7,0
3/24/2020,Stephenson,Illinois,17189,1,0
3/24/2020,Unknown,Illinois,17195,2,0
3/24/2020,Washington,Illinois,17197,1,0
3/24/2020,Whiteside,Illinois,17199,1,0
3/24/2020,Will,Illinois,17201,24,1
3/24/2020,Williamson,Illinois,17203,1,0
3/24/2020,Winnebago,Illinois,17001,5,0
3/24/2020,Woodford,Illinois,17019,3,0
3/25/2020,Adams,Illinois,17021,1,0
3/25/2020,Champaign,Illinois,17027,4,0
3/25/2020,Christian,Illinois,17031,1,0
3/25/2020,Clinton,Illinois,17035,4,0
3/25/2020,Cook,Illinois,17037,1418,13
3/25/2020,Cumberland,Illinois,17041,1,0
3/25/2020,DeKalb,Illinois,17043,1,0
3/25/2020,Douglas,Illinois,17063,1,0
3/25/2020,DuPage,Illinois,17077,131,1
3/25/2020,Grundy,Illinois,17085,1,0
3/25/2020,Jackson,Illinois,17089,1,0
3/25/2020,Jo Daviess,Illinois,17091,1,0
3/25/2020,Kane,Illinois,17093,38,1
3/25/2020,Kankakee,Illinois,17099,6,0
3/25/2020,Kendall,Illinois,17097,6,0
3/25/2020,LaSalle,Illinois,17105,3,0
3/25/2020,Lake,Illinois,17119,139,0
3/25/2020,Livingston,Illinois,17123,1,0
3/25/2020,Madison,Illinois,17111,3,0
3/25/2020,Marshall,Illinois,17113,1,0
3/25/2020,McHenry,Illinois,17133,19,0
3/25/2020,McLean,Illinois,17137,7,1
3/25/2020,Monroe,Illinois,17143,2,0
3/25/2020,Morgan,Illinois,17161,1,0
3/25/2020,Peoria,Illinois,17167,4,0
3/25/2020,Rock Island,Illinois,17163,3,0
3/25/2020,Sangamon,Illinois,17177,5,1
3/25/2020,St. Clair,Illinois,17189,7,0
3/25/2020,Stephenson,Illinois,17195,1,0
3/25/2020,Unknown,Illinois,17197,0,2
3/25/2020,Washington,Illinois,17199,1,0
3/25/2020,Whiteside,Illinois,17201,1,0
3/25/2020,Will,Illinois,17203,50,2
3/25/2020,Williamson,Illinois,17001,1,0
3/25/2020,Winnebago,Illinois,17019,7,0
3/25/2020,Woodford,Illinois,17021,3,0
3/26/2020,Adams,Illinois,17027,1,0
3/26/2020,Champaign,Illinois,17031,8,0
3/26/2020,Christian,Illinois,17035,1,0
3/26/2020,Clinton,Illinois,17037,5,0
3/26/2020,Cook,Illinois,17041,1904,18
3/26/2020,Cumberland,Illinois,17043,1,0
3/26/2020,DeKalb,Illinois,17055,3,0
3/26/2020,Douglas,Illinois,17063,1,0
3/26/2020,DuPage,Illinois,17077,182,1
3/26/2020,Franklin,Illinois,17085,1,0
3/26/2020,Grundy,Illinois,17089,2,0
3/26/2020,Jackson,Illinois,17091,1,0
3/26/2020,Jo Daviess,Illinois,17093,1,0
3/26/2020,Kane,Illinois,17099,57,1
3/26/2020,Kankakee,Illinois,17097,15,0
3/26/2020,Kendall,Illinois,17105,7,0
3/26/2020,LaSalle,Illinois,17119,3,0
3/26/2020,Lake,Illinois,17123,185,0
3/26/2020,Livingston,Illinois,17111,1,0
3/26/2020,Madison,Illinois,17113,6,0
3/26/2020,Marshall,Illinois,17133,1,0
3/26/2020,McHenry,Illinois,17137,27,1
3/26/2020,McLean,Illinois,17143,7,1
3/26/2020,Monroe,Illinois,17161,3,0
3/26/2020,Morgan,Illinois,17167,1,0
3/26/2020,Peoria,Illinois,17163,5,0
3/26/2020,Rock Island,Illinois,17177,4,0
3/26/2020,Sangamon,Illinois,17179,7,1
3/26/2020,St. Clair,Illinois,17189,13,0
3/26/2020,Stephenson,Illinois,17195,2,0
3/26/2020,Tazewell,Illinois,17197,2,0
3/26/2020,Washington,Illinois,17199,1,0
3/26/2020,Whiteside,Illinois,17201,1,0
3/26/2020,Will,Illinois,17203,67,3
3/26/2020,Williamson,Illinois,17001,1,0
3/26/2020,Winnebago,Illinois,17011,8,0
3/26/2020,Woodford,Illinois,17019,3,0
3/27/2020,Adams,Illinois,17021,1,0
3/27/2020,Bureau,Illinois,17027,1,0
3/27/2020,Champaign,Illinois,17031,10,0
3/27/2020,Christian,Illinois,17035,1,0
3/27/2020,Clinton,Illinois,17037,5,0
3/27/2020,Cook,Illinois,17041,2239,20
3/27/2020,Cumberland,Illinois,17043,1,0
3/27/2020,DeKalb,Illinois,17055,4,0
3/27/2020,Douglas,Illinois,17063,1,0
3/27/2020,DuPage,Illinois,17073,199,6
3/27/2020,Franklin,Illinois,17075,1,0
3/27/2020,Grundy,Illinois,17077,2,0
3/27/2020,Henry,Illinois,17085,1,0
3/27/2020,Iroquois,Illinois,17089,1,0
3/27/2020,Jackson,Illinois,17091,1,0
3/27/2020,Jo Daviess,Illinois,17093,1,0
3/27/2020,Kane,Illinois,17099,77,2
3/27/2020,Kankakee,Illinois,17097,17,0
3/27/2020,Kendall,Illinois,17105,8,0
3/27/2020,LaSalle,Illinois,17119,3,0
3/27/2020,Lake,Illinois,17123,230,2
3/27/2020,Livingston,Illinois,17111,2,0
3/27/2020,Madison,Illinois,17113,8,0
3/27/2020,Marshall,Illinois,17133,1,0
3/27/2020,McHenry,Illinois,17137,45,1
3/27/2020,McLean,Illinois,17143,10,1
3/27/2020,Monroe,Illinois,17161,3,0
3/27/2020,Morgan,Illinois,17167,1,0
3/27/2020,Peoria,Illinois,17163,6,0
3/27/2020,Rock Island,Illinois,17177,4,0
3/27/2020,Sangamon,Illinois,17179,7,1
3/27/2020,St. Clair,Illinois,17189,15,1
3/27/2020,Stephenson,Illinois,17195,2,0
3/27/2020,Tazewell,Illinois,17197,2,0
3/27/2020,Washington,Illinois,17199,1,0
3/27/2020,Whiteside,Illinois,17201,2,0
3/27/2020,Will,Illinois,17203,104,3
3/27/2020,Williamson,Illinois,17001,1,0
3/27/2020,Winnebago,Illinois,17011,8,0
3/27/2020,Woodford,Illinois,17015,3,0
3/28/2020,Adams,Illinois,17019,1,0
3/28/2020,Bureau,Illinois,17021,1,0
3/28/2020,Carroll,Illinois,17027,1,0
3/28/2020,Champaign,Illinois,17031,15,0
3/28/2020,Christian,Illinois,17035,1,0
3/28/2020,Clinton,Illinois,17037,5,0
3/28/2020,Cook,Illinois,17041,2613,28
3/28/2020,Cumberland,Illinois,17043,1,0
3/28/2020,DeKalb,Illinois,17051,4,0
3/28/2020,Douglas,Illinois,17055,1,0
3/28/2020,DuPage,Illinois,17063,202,6
3/28/2020,Fayette,Illinois,17073,1,0
3/28/2020,Franklin,Illinois,17075,1,0
3/28/2020,Grundy,Illinois,17077,2,0
3/28/2020,Henry,Illinois,17085,2,0
3/28/2020,Iroquois,Illinois,17089,2,0
3/28/2020,Jackson,Illinois,17091,3,0
3/28/2020,Jo Daviess,Illinois,17093,1,0
3/28/2020,Kane,Illinois,17099,90,4
3/28/2020,Kankakee,Illinois,17097,27,0
3/28/2020,Kendall,Illinois,17105,11,0
3/28/2020,LaSalle,Illinois,17115,4,1
3/28/2020,Lake,Illinois,17119,264,2
3/28/2020,Livingston,Illinois,17123,2,0
3/28/2020,Macon,Illinois,17111,1,0
3/28/2020,Madison,Illinois,17113,10,0
3/28/2020,Marshall,Illinois,17133,1,0
3/28/2020,McHenry,Illinois,17137,47,2
3/28/2020,McLean,Illinois,17143,10,1
3/28/2020,Monroe,Illinois,17161,3,0
3/28/2020,Morgan,Illinois,17167,3,0
3/28/2020,Peoria,Illinois,17163,7,0
3/28/2020,Rock Island,Illinois,17177,4,0
3/28/2020,Sangamon,Illinois,17179,8,1
3/28/2020,St. Clair,Illinois,17189,18,1
3/28/2020,Stephenson,Illinois,17195,2,0
3/28/2020,Tazewell,Illinois,17197,3,0
3/28/2020,Unknown,Illinois,17199,3,0
3/28/2020,Washington,Illinois,17201,1,0
3/28/2020,Whiteside,Illinois,17203,2,0
3/28/2020,Will,Illinois,17001,156,4
3/28/2020,Williamson,Illinois,17005,1,0
3/28/2020,Winnebago,Illinois,17011,9,0
3/28/2020,Woodford,Illinois,17015,3,0
3/29/2020,Adams,Illinois,17019,2,0
3/29/2020,Bond,Illinois,17021,1,0
3/29/2020,Bureau,Illinois,17027,1,0
3/29/2020,Carroll,Illinois,17031,1,0
3/29/2020,Champaign,Illinois,17035,21,0
3/29/2020,Christian,Illinois,17037,19,0
3/29/2020,Clinton,Illinois,17041,6,0
3/29/2020,Cook,Illinois,17043,3445,40
3/29/2020,Cumberland,Illinois,17051,1,0
3/29/2020,DeKalb,Illinois,17055,8,0
3/29/2020,Douglas,Illinois,17063,1,0
3/29/2020,DuPage,Illinois,17073,274,7
3/29/2020,Fayette,Illinois,17075,1,0
3/29/2020,Franklin,Illinois,17077,2,0
3/29/2020,Grundy,Illinois,17085,3,0
3/29/2020,Henry,Illinois,17089,2,0
3/29/2020,Iroquois,Illinois,17091,2,0
3/29/2020,Jackson,Illinois,17093,3,0
3/29/2020,Jo Daviess,Illinois,17095,1,0
3/29/2020,Kane,Illinois,17099,100,7
3/29/2020,Kankakee,Illinois,17097,38,0
3/29/2020,Kendall,Illinois,17105,15,1
3/29/2020,Knox,Illinois,17115,1,0
3/29/2020,LaSalle,Illinois,17119,4,2
3/29/2020,Lake,Illinois,17123,300,3
3/29/2020,Livingston,Illinois,17111,2,0
3/29/2020,Macon,Illinois,17113,2,0
3/29/2020,Madison,Illinois,17129,12,0
3/29/2020,Marshall,Illinois,17133,1,0
3/29/2020,McHenry,Illinois,17135,52,2
3/29/2020,McLean,Illinois,17137,14,1
3/29/2020,Menard,Illinois,17143,1,0
3/29/2020,Monroe,Illinois,17161,3,0
3/29/2020,Montgomery,Illinois,17167,1,0
3/29/2020,Morgan,Illinois,17163,3,0
3/29/2020,Peoria,Illinois,17177,8,0
3/29/2020,Rock Island,Illinois,17179,5,0
3/29/2020,Sangamon,Illinois,17189,9,1
3/29/2020,St. Clair,Illinois,17195,31,3
3/29/2020,Stephenson,Illinois,17197,3,0
3/29/2020,Tazewell,Illinois,17199,4,0
3/29/2020,Washington,Illinois,17201,1,0
3/29/2020,Whiteside,Illinois,17203,3,0
3/29/2020,Will,Illinois,17001,192,4
3/29/2020,Williamson,Illinois,17005,1,0
3/29/2020,Winnebago,Illinois,17011,12,0
3/29/2020,Woodford,Illinois,17015,3,0
3/30/2020,Adams,Illinois,17019,2,0
3/30/2020,Bond,Illinois,17021,2,0
3/30/2020,Bureau,Illinois,17023,1,0
3/30/2020,Carroll,Illinois,17027,1,1
3/30/2020,Champaign,Illinois,17031,23,0
3/30/2020,Christian,Illinois,17033,19,0
3/30/2020,Clark,Illinois,17035,1,0
3/30/2020,Clinton,Illinois,17037,6,0
3/30/2020,Cook,Illinois,17041,3727,44
3/30/2020,Crawford,Illinois,17043,1,0
3/30/2020,Cumberland,Illinois,17051,1,0
3/30/2020,DeKalb,Illinois,17055,8,0
3/30/2020,Douglas,Illinois,17063,1,0
3/30/2020,DuPage,Illinois,17073,320,8
3/30/2020,Fayette,Illinois,17075,1,0
3/30/2020,Franklin,Illinois,17077,1,0
3/30/2020,Grundy,Illinois,17085,3,0
3/30/2020,Henry,Illinois,17089,2,0
3/30/2020,Iroquois,Illinois,17091,2,0
3/30/2020,Jackson,Illinois,17093,4,0
3/30/2020,Jo Daviess,Illinois,17095,1,0
3/30/2020,Kane,Illinois,17099,113,7
3/30/2020,Kankakee,Illinois,17097,38,0
3/30/2020,Kendall,Illinois,17105,18,2
3/30/2020,Knox,Illinois,17115,1,0
3/30/2020,LaSalle,Illinois,17119,5,2
3/30/2020,Lake,Illinois,17121,343,5
3/30/2020,Livingston,Illinois,17123,2,0
3/30/2020,Macon,Illinois,17111,2,0
3/30/2020,Madison,Illinois,17113,13,0
3/30/2020,Marion,Illinois,17129,2,0
3/30/2020,Marshall,Illinois,17133,1,0
3/30/2020,McHenry,Illinois,17135,52,2
3/30/2020,McLean,Illinois,17137,17,1
3/30/2020,Menard,Illinois,17143,1,0
3/30/2020,Monroe,Illinois,17157,3,0
3/30/2020,Montgomery,Illinois,17161,1,0
3/30/2020,Morgan,Illinois,17165,4,1
3/30/2020,Peoria,Illinois,17167,8,0
3/30/2020,Randolph,Illinois,17163,2,0
3/30/2020,Rock Island,Illinois,17177,8,0
3/30/2020,Saline,Illinois,17179,1,0
3/30/2020,Sangamon,Illinois,17189,16,2
3/30/2020,St. Clair,Illinois,17195,36,3
3/30/2020,Stephenson,Illinois,17197,3,0
3/30/2020,Tazewell,Illinois,17199,4,0
3/30/2020,Unknown,Illinois,17201,3,0
3/30/2020,Washington,Illinois,17203,1,0
3/30/2020,Whiteside,Illinois,17001,4,0
3/30/2020,Will,Illinois,17005,224,6
3/30/2020,Williamson,Illinois,17011,1,0
3/30/2020,Winnebago,Illinois,17015,13,0
3/30/2020,Woodford,Illinois,17019,3,0
3/31/2020,Adams,Illinois,17021,2,0
3/31/2020,Bond,Illinois,17023,2,0
3/31/2020,Bureau,Illinois,17027,1,0
3/31/2020,Carroll,Illinois,17031,2,1
3/31/2020,Champaign,Illinois,17033,26,0
3/31/2020,Christian,Illinois,17035,14,0
3/31/2020,Clark,Illinois,17037,1,0
3/31/2020,Clinton,Illinois,17041,7,0
3/31/2020,Cook,Illinois,17043,4496,61
3/31/2020,Crawford,Illinois,17051,1,0
3/31/2020,Cumberland,Illinois,17053,1,0
3/31/2020,DeKalb,Illinois,17055,9,0
3/31/2020,Douglas,Illinois,17063,3,0
3/31/2020,DuPage,Illinois,17073,356,10
3/31/2020,Fayette,Illinois,17075,1,0
3/31/2020,Ford,Illinois,17077,1,0
3/31/2020,Franklin,Illinois,17085,1,0
3/31/2020,Grundy,Illinois,17089,4,0
3/31/2020,Henry,Illinois,17091,2,0
3/31/2020,Iroquois,Illinois,17093,2,0
3/31/2020,Jackson,Illinois,17095,4,0
3/31/2020,Jo Daviess,Illinois,17099,1,0
3/31/2020,Kane,Illinois,17097,128,7
3/31/2020,Kankakee,Illinois,17105,47,0
3/31/2020,Kendall,Illinois,17115,19,2
3/31/2020,Knox,Illinois,17119,1,0
3/31/2020,LaSalle,Illinois,17121,6,1
3/31/2020,Lake,Illinois,17123,389,7
3/31/2020,Livingston,Illinois,17111,3,0
3/31/2020,Macon,Illinois,17113,2,0
